,ID,Mach No,Angle of Attack,Lift Coefficient,Drag Coefficient,Airfoil_type
5774,DP 14,0.98,-2,-0.12745737,0.14161437,sc0612
5775,DP 15,1,-2,-0.12469262,0.13968253,sc0612
5776,DP 16,1.02,-2,-0.1222933,0.137882,sc0612
5777,DP 17,1.04,-2,-0.12018573,0.13618351,sc0612
5778,DP 18,1.06,-2,-0.11844977,0.13459039,sc0612
5779,DP 19,1.08,-2,-0.11714046,0.13311189,sc0612
5780,DP 20,1.1,-2,-0.11610991,0.13175128,sc0612
5781,DP 21,1.12,-2,-0.11476131,0.13048146,sc0612
5782,DP 22,1.14,-2,-0.11264609,0.12926363,sc0612
5783,DP 23,1.16,-2,-0.11002783,0.12812717,sc0612
5784,DP 24,1.18,-2,-0.10683293,0.1270191,sc0612
5785,DP 25,1.2,-2,-0.1036293,0.12583007,sc0612
5786,DP 26,1.22,-2,-0.10105288,0.12448642,sc0612
5787,DP 27,1.24,-2,-0.098975252,0.12321742,sc0612
5788,DP 28,1.26,-2,-0.097304733,0.12259477,sc0612
5789,DP 29,1.28,-2,-0.096452779,0.12250062,sc0612
5790,DP 30,1.3,-2,-0.095310441,0.12241903,sc0612
5791,DP 31,1.32,-2,-0.093219935,0.12213543,sc0612
5792,DP 32,1.34,-2,-0.090915111,0.12168716,sc0612
5793,DP 33,1.36,-2,-0.088613752,0.12118491,sc0612
5794,DP 34,1.38,-2,-0.086440207,0.12066705,sc0612
5795,DP 35,1.4,-2,-0.084371461,0.12015581,sc0612
5796,DP 0,0.7,8,0.49644894,0.034799946,sc0612
5797,DP 1,0.72,8,0.50919716,0.036142246,sc0612
5798,DP 2,0.74,8,0.52632631,0.037874834,sc0612
5799,DP 3,0.76,8,0.5520583,0.040561406,sc0612
5800,DP 4,0.78,8,0.58659295,0.046787655,sc0612
5801,DP 5,0.8,8,0.60570301,0.057377074,sc0612
5802,DP 6,0.82,8,0.58699357,0.068132766,sc0612
5803,DP 7,0.84,8,0.53135854,0.077407659,sc0612
5804,DP 8,0.86,8,0.43973131,0.087015438,sc0612
5805,DP 9,0.88,8,0.32869028,0.099506941,sc0612
5806,DP 10,0.9,8,0.2234793,0.11449299,sc0612
5807,DP 11,0.92,8,0.14280665,0.12974141,sc0612
5808,DP 12,0.94,8,0.08656424,0.13951546,sc0612
5809,DP 13,0.96,8,0.069377958,0.13957622,sc0612
5810,DP 14,0.98,8,0.065662067,0.13778763,sc0612
5811,DP 15,1,8,0.062977757,0.13602211,sc0612
5812,DP 16,1.02,8,0.060787548,0.13435652,sc0612
5813,DP 17,1.04,8,0.058913168,0.13278703,sc0612
5814,DP 18,1.06,8,0.057190333,0.13128677,sc0612
5815,DP 19,1.08,8,0.055550172,0.12984217,sc0612
5816,DP 20,1.1,8,0.054025856,0.12845136,sc0612
5817,DP 21,1.12,8,0.052871194,0.12715015,sc0612
5818,DP 22,1.14,8,0.052347247,0.12596885,sc0612
5819,DP 23,1.16,8,0.051786607,0.12497835,sc0612
5820,DP 24,1.18,8,0.050964603,0.12406046,sc0612
5821,DP 25,1.2,8,0.049809832,0.122977,sc0612
5822,DP 26,1.22,8,0.048699264,0.12168979,sc0612
5823,DP 27,1.24,8,0.048043218,0.12051895,sc0612
5824,DP 28,1.26,8,0.047304227,0.119936,sc0612
5825,DP 29,1.28,8,0.045829515,0.11996075,sc0612
5826,DP 30,1.3,8,0.043850355,0.12008931,sc0612
5827,DP 31,1.32,8,0.041831265,0.12000671,sc0612
5828,DP 32,1.34,8,0.039930029,0.11972099,sc0612
5829,DP 33,1.36,8,0.038182515,0.11934388,sc0612
5830,DP 34,1.38,8,0.036531307,0.11893291,sc0612
5831,DP 35,1.4,8,0.034959684,0.11850186,sc0612
5832,DP 0,0.7,1,0.63914596,0.038994807,dfvlr
5833,DP 1,0.72,1,0.66107576,0.041357974,dfvlr
5834,DP 2,0.74,1,0.69103658,0.045563671,dfvlr
5835,DP 3,0.76,1,0.70877401,0.054339051,dfvlr
5836,DP 4,0.78,1,0.69566904,0.06513609,dfvlr
5837,DP 5,0.8,1,0.65873033,0.075483906,dfvlr
5838,DP 6,0.82,1,0.60282405,0.084872128,dfvlr
5839,DP 7,0.84,1,0.52520727,0.093955425,dfvlr
5840,DP 8,0.86,1,0.41958542,0.1045214,dfvlr
5841,DP 9,0.88,1,0.30537616,0.11798861,dfvlr
5842,DP 10,0.9,1,0.24109603,0.13531534,dfvlr
5843,DP 11,0.92,1,0.19257485,0.15144882,dfvlr
5844,DP 12,0.94,1,0.14226211,0.15958543,dfvlr
5845,DP 13,0.96,1,0.1283596,0.15819517,dfvlr
5846,DP 14,0.98,1,0.12313202,0.15589737,dfvlr
5847,DP 15,1,1,0.11909634,0.15369652,dfvlr
5848,DP 16,1.02,1,0.11582187,0.15166234,dfvlr
5849,DP 17,1.04,1,0.11304305,0.14974082,dfvlr
5850,DP 18,1.06,1,0.11059831,0.14792669,dfvlr
5851,DP 19,1.08,1,0.10839214,0.14622766,dfvlr
5852,DP 20,1.1,1,0.10635854,0.14466469,dfvlr
5853,DP 21,1.12,1,0.10455085,0.14325283,dfvlr
5854,DP 22,1.14,1,0.1032875,0.14196101,dfvlr
5855,DP 23,1.16,1,0.1026566,0.14081053,dfvlr
5856,DP 24,1.18,1,0.10228847,0.13971376,dfvlr
5857,DP 25,1.2,1,0.10182373,0.13859043,dfvlr
5858,DP 26,1.22,1,0.10175726,0.13720422,dfvlr
5859,DP 27,1.24,1,0.10193594,0.13556812,dfvlr
5860,DP 28,1.26,1,0.10109469,0.1341197,dfvlr
5861,DP 29,1.28,1,0.098007328,0.13332806,dfvlr
5862,DP 30,1.3,1,0.093339857,0.13314328,dfvlr
5863,DP 31,1.32,1,0.089173634,0.13288977,dfvlr
5864,DP 32,1.34,1,0.085950081,0.13243474,dfvlr
5865,DP 33,1.36,1,0.083082682,0.13185288,dfvlr
5866,DP 34,1.38,1,0.080370255,0.13121334,dfvlr
5867,DP 35,1.4,1,0.078027936,0.13055722,dfvlr
5868,DP 0,0.7,2,0.78803407,0.047745897,dfvlr
5869,DP 1,0.72,2,0.82196949,0.051711808,dfvlr
5870,DP 2,0.74,2,0.85402685,0.059996026,dfvlr
5871,DP 3,0.76,2,0.8503405,0.071400082,dfvlr
5872,DP 4,0.78,2,0.82157699,0.082545326,dfvlr
5873,DP 5,0.8,2,0.77379525,0.092108917,dfvlr
5874,DP 6,0.82,2,0.71823858,0.10113701,dfvlr
5875,DP 7,0.84,2,0.65517226,0.11015012,dfvlr
5876,DP 8,0.86,2,0.57023052,0.119156,dfvlr
5877,DP 9,0.88,2,0.45932905,0.12934619,dfvlr
5878,DP 10,0.9,2,0.36901488,0.14307445,dfvlr
5879,DP 11,0.92,2,0.30198485,0.15710663,dfvlr
5880,DP 12,0.94,2,0.24312891,0.16479956,dfvlr
5881,DP 13,0.96,2,0.22349794,0.16341386,dfvlr
5882,DP 14,0.98,2,0.21530297,0.16096368,dfvlr
5883,DP 15,1,2,0.208758,0.15863337,dfvlr
5884,DP 16,1.02,2,0.20331438,0.15647906,dfvlr
5885,DP 17,1.04,2,0.19845299,0.15445685,dfvlr
5886,DP 18,1.06,2,0.19417038,0.15256343,dfvlr
5887,DP 19,1.08,2,0.19048195,0.15081091,dfvlr
5888,DP 20,1.1,2,0.18746975,0.14922097,dfvlr
5889,DP 21,1.12,2,0.18511275,0.1477919,dfvlr
5890,DP 22,1.14,2,0.18306139,0.14645242,dfvlr
5891,DP 23,1.16,2,0.18141343,0.14519708,dfvlr
5892,DP 24,1.18,2,0.17952149,0.14398363,dfvlr
5893,DP 25,1.2,2,0.17784447,0.14280031,dfvlr
5894,DP 26,1.22,2,0.17639571,0.14135798,dfvlr
5895,DP 27,1.24,2,0.17519664,0.13975487,dfvlr
5896,DP 28,1.26,2,0.17407299,0.13840483,dfvlr
5897,DP 29,1.28,2,0.17092731,0.1376665,dfvlr
5898,DP 30,1.3,2,0.16421625,0.13732246,dfvlr
5899,DP 31,1.32,2,0.1565663,0.13690273,dfvlr
5900,DP 32,1.34,2,0.15048593,0.13627896,dfvlr
5901,DP 33,1.36,2,0.14601517,0.13555167,dfvlr
5902,DP 34,1.38,2,0.14601517,0.13481086,dfvlr
5903,DP 35,1.4,2,0.13834333,0.13407803,dfvlr
5904,DP 0,0.7,-2,0.15359528,0.029692504,dfvlr
5905,DP 1,0.72,-2,0.15280399,0.030917288,dfvlr
5906,DP 2,0.74,-2,0.15187955,0.032531626,dfvlr
5907,DP 3,0.76,-2,0.15097149,0.034899292,dfvlr
5908,DP 4,0.78,-2,0.14888674,0.03916365,dfvlr
5909,DP 5,0.8,-2,0.14016607,0.047689694,dfvlr
5910,DP 6,0.82,-2,0.11400468,0.06142919,dfvlr
5911,DP 7,0.84,-2,0.059164961,0.078620432,dfvlr
5912,DP 8,0.86,-2,-0.011497499,0.097633678,dfvlr
5913,DP 9,0.88,-2,-0.060218737,0.11818596,dfvlr
5914,DP 10,0.9,-2,-0.086923609,0.13927607,dfvlr
5915,DP 11,0.92,-2,-0.12655939,0.15733585,dfvlr
5916,DP 12,0.94,-2,-0.15230514,0.16397641,dfvlr
5917,DP 13,0.96,-2,-0.14959323,0.16175199,dfvlr
5918,DP 14,0.98,-2,-0.14584703,0.15928117,dfvlr
5919,DP 15,1,-2,-0.14259541,0.15694578,dfvlr
5920,DP 16,1.02,-2,-0.13974132,0.15478419,dfvlr
5921,DP 17,1.04,-2,-0.13721882,0.15277286,dfvlr
5922,DP 18,1.06,-2,-0.13506849,0.15088992,dfvlr
5923,DP 19,1.08,-2,-0.13334559,0.14913403,dfvlr
5924,DP 20,1.1,-2,-0.13198007,0.14751052,dfvlr
5925,DP 21,1.12,-2,-0.13061204,0.14602216,dfvlr
5926,DP 22,1.14,-2,-0.12893454,0.14463005,dfvlr
5927,DP 23,1.16,-2,-0.1268048,0.14332511,dfvlr
5928,DP 24,1.18,-2,-0.12432655,0.14209197,dfvlr
5929,DP 25,1.2,-2,-0.12211292,0.14088591,dfvlr
5930,DP 26,1.22,-2,-0.12087112,0.13956847,dfvlr
5931,DP 27,1.24,-2,-0.12105258,0.13816656,dfvlr
5932,DP 28,1.26,-2,-0.12207429,0.13690435,dfvlr
5933,DP 29,1.28,-2,-0.12086967,0.13603888,dfvlr
5934,DP 30,1.3,-2,-0.11728551,0.13553329,dfvlr
5935,DP 31,1.32,-2,-0.11288889,0.13514963,dfvlr
5936,DP 32,1.34,-2,-0.10933566,0.13469313,dfvlr
5937,DP 33,1.36,-2,-0.10684014,0.13409738,dfvlr
5938,DP 34,1.38,-2,-0.10484692,0.13340562,dfvlr
5939,DP 35,1.4,-2,-0.10305512,0.13268557,dfvlr
5940,DP 0,0.7,-9,-0.43567086,0.10583208,dfvlr
5941,DP 1,0.72,-9,-0.43919421,0.10932423,dfvlr
5942,DP 2,0.74,-9,-0.43872514,0.1137403,dfvlr
5943,DP 3,0.76,-9,-0.42901674,0.11887172,dfvlr
5944,DP 4,0.78,-9,-0.40433619,0.12450867,dfvlr
5945,DP 5,0.8,-9,-0.35952796,0.13138911,dfvlr
5946,DP 6,0.82,-9,-0.35922019,0.14471428,dfvlr
5947,DP 7,0.84,-9,-0.41664453,0.16340594,dfvlr
5948,DP 8,0.86,-9,-0.49452421,0.1856419,dfvlr
5949,DP 9,0.88,-9,-0.59062114,0.21378295,dfvlr
5950,DP 10,0.9,-9,-0.70793377,0.25045762,dfvlr
5951,DP 11,0.92,-9,-0.78238487,0.27770211,dfvlr
5952,DP 12,0.94,-9,-0.76422999,0.27470265,dfvlr
5953,DP 13,0.96,-9,-0.74189688,0.26888315,dfvlr
5954,DP 14,0.98,-9,-0.72313127,0.26367021,dfvlr
5955,DP 15,1,-9,-0.70679878,0.25895222,dfvlr
5956,DP 16,1.02,-9,-0.69207157,0.2546494,dfvlr
5957,DP 17,1.04,-9,-0.67914107,0.25078055,dfvlr
5958,DP 18,1.06,-9,-0.66726876,0.24718682,dfvlr
5959,DP 19,1.08,-9,-0.65649242,0.24385072,dfvlr
5960,DP 20,1.1,-9,-0.64669684,0.24073547,dfvlr
5961,DP 21,1.12,-9,-0.63775162,0.23783044,dfvlr
5962,DP 22,1.14,-9,-0.62958363,0.23518861,dfvlr
5963,DP 23,1.16,-9,-0.62195001,0.23275911,dfvlr
5964,DP 24,1.18,-9,-0.61403213,0.23028558,dfvlr
5965,DP 25,1.2,-9,-0.60582995,0.22791838,dfvlr
5966,DP 26,1.22,-9,-0.59762988,0.2256558,dfvlr
5967,DP 27,1.24,-9,-0.58955862,0.22344482,dfvlr
5968,DP 28,1.26,-9,-0.58223494,0.22130686,dfvlr
5969,DP 29,1.28,-9,-0.57700127,0.21957401,dfvlr
5970,DP 30,1.3,-9,-0.57353874,0.21833378,dfvlr
5971,DP 31,1.32,-9,-0.56951174,0.21718937,dfvlr
5972,DP 32,1.34,-9,-0.56144573,0.21538979,dfvlr
5973,DP 33,1.36,-9,-0.54999531,0.21310858,dfvlr
5974,DP 34,1.38,-9,-0.53662116,0.21068191,dfvlr
5975,DP 35,1.4,-9,-0.52303952,0.20835026,dfvlr
5976,DP 0,0.7,-14,-0.45530873,0.19167154,dfvlr
5977,DP 1,0.72,-14,-0.45535377,0.19469878,dfvlr
5978,DP 2,0.74,-14,-0.45590763,0.19814919,dfvlr
5979,DP 3,0.76,-14,-0.45786765,0.20236084,dfvlr
5980,DP 4,0.78,-14,-0.46694559,0.2082525,dfvlr
5981,DP 5,0.8,-14,-0.49500676,0.21720091,dfvlr
5982,DP 6,0.82,-14,-0.54431535,0.22941331,dfvlr
5983,DP 7,0.84,-14,-0.61188496,0.24563825,dfvlr
5984,DP 8,0.86,-14,-0.6999782,0.26903381,dfvlr
5985,DP 9,0.88,-14,-0.80581974,0.30264298,dfvlr
5986,DP 10,0.9,-14,-0.95344107,0.35665836,dfvlr
5987,DP 11,0.92,-14,-1.1072352,0.42048152,dfvlr
5988,DP 12,0.94,-14,-1.0918497,0.41852912,dfvlr
5989,DP 13,0.96,-14,-1.0616606,0.4089573,dfvlr
5990,DP 14,0.98,-14,-1.0362586,0.40052488,dfvlr
5991,DP 15,1,-14,-1.0138513,0.3929133,dfvlr
5992,DP 16,1.02,-14,-0.99381511,0.38605478,dfvlr
5993,DP 17,1.04,-14,-0.97568284,0.37979915,dfvlr
5994,DP 18,1.06,-14,-0.9590754,0.3740001,dfvlr
5995,DP 19,1.08,-14,-0.94398322,0.36863202,dfvlr
5996,DP 20,1.1,-14,-0.93042346,0.36368448,dfvlr
5997,DP 21,1.12,-14,-0.91846576,0.35919344,dfvlr
5998,DP 22,1.14,-14,-0.90814317,0.35523909,dfvlr
5999,DP 23,1.16,-14,-0.89927943,0.35189749,dfvlr
6000,DP 24,1.18,-14,-0.89111621,0.34902508,dfvlr
6001,DP 25,1.2,-14,-0.8817844,0.34580685,dfvlr
6002,DP 26,1.22,-14,-0.87109048,0.34220727,dfvlr
6003,DP 27,1.24,-14,-0.85985825,0.33857273,dfvlr
6004,DP 28,1.26,-14,-0.84819017,0.33480884,dfvlr
6005,DP 29,1.28,-14,-0.8372854,0.331351,dfvlr
6006,DP 30,1.3,-14,-0.82751858,0.32817297,dfvlr
6007,DP 31,1.32,-14,-0.81944572,0.32553799,dfvlr
6008,DP 32,1.34,-14,-0.81330514,0.32357696,dfvlr
6009,DP 33,1.36,-14,-0.80660168,0.32159351,dfvlr
6010,DP 34,1.38,-14,-0.79724386,0.31896764,dfvlr
6011,DP 35,1.4,-14,-0.78636026,0.31595197,dfvlr
6012,DP 0,0.7,-15,-0.48491744,0.21276852,dfvlr
6013,DP 1,0.72,-15,-0.48680204,0.2160613,dfvlr
6014,DP 2,0.74,-15,-0.48951931,0.21986036,dfvlr
6015,DP 3,0.76,-15,-0.49453798,0.22443709,dfvlr
6016,DP 4,0.78,-15,-0.50582728,0.23052914,dfvlr
6017,DP 5,0.8,-15,-0.53049822,0.23896644,dfvlr
6018,DP 6,0.82,-15,-0.57117457,0.24976958,dfvlr
6019,DP 7,0.84,-15,-0.62946892,0.26373733,dfvlr
6020,DP 8,0.86,-15,-0.7103306,0.28437151,dfvlr
6021,DP 9,0.88,-15,-0.81716904,0.3171429,dfvlr
6022,DP 10,0.9,-15,-0.96771516,0.37194677,dfvlr
6023,DP 11,0.92,-15,-1.1508215,0.44972664,dfvlr
6024,DP 12,0.94,-15,-1.1470423,0.45245578,dfvlr
6025,DP 13,0.96,-15,-1.1151733,0.4420319,dfvlr
6026,DP 14,0.98,-15,-1.0884739,0.43288539,dfvlr
6027,DP 15,1,-15,-1.065031,0.42467297,dfvlr
6028,DP 16,1.02,-15,-1.0441433,0.41728259,dfvlr
6029,DP 17,1.04,-15,-1.0252905,0.41062094,dfvlr
6030,DP 18,1.06,-15,-1.0079933,0.40446285,dfvlr
6031,DP 19,1.08,-15,-0.99227179,0.3988024,dfvlr
6032,DP 20,1.1,-15,-0.97809643,0.39360014,dfvlr
6033,DP 21,1.12,-15,-0.96544619,0.38882316,dfvlr
6034,DP 22,1.14,-15,-0.95425192,0.38446118,dfvlr
6035,DP 23,1.16,-15,-0.94433345,0.38051316,dfvlr
6036,DP 24,1.18,-15,-0.93519496,0.37689324,dfvlr
6037,DP 25,1.2,-15,-0.9259295,0.37331324,dfvlr
6038,DP 26,1.22,-15,-0.91611374,0.3696343,dfvlr
6039,DP 27,1.24,-15,-0.90547908,0.36601151,dfvlr
6040,DP 28,1.26,-15,-0.89399218,0.36229079,dfvlr
6041,DP 29,1.28,-15,-0.88183274,0.35844944,dfvlr
6042,DP 30,1.3,-15,-0.8702772,0.35475054,dfvlr
6043,DP 31,1.32,-15,-0.86024872,0.35148459,dfvlr
6044,DP 32,1.34,-15,-0.85298784,0.34908022,dfvlr
6045,DP 33,1.36,-15,-0.84712749,0.34717154,dfvlr
6046,DP 34,1.38,-15,-0.83984627,0.34485247,dfvlr
6047,DP 35,1.4,-15,-0.8308442,0.34205348,dfvlr
6048,DP 0,0.7,6,1.1732087,0.11887865,dfvlr
6049,DP 1,0.72,6,1.1512499,0.12768006,dfvlr
6050,DP 2,0.74,6,1.1208891,0.13624315,dfvlr
6051,DP 3,0.76,6,1.0848336,0.14434293,dfvlr
6052,DP 4,0.78,6,1.0461895,0.15225036,dfvlr
6053,DP 5,0.8,6,1.0111173,0.1610406,dfvlr
6054,DP 6,0.82,6,0.98998979,0.17287469,dfvlr
6055,DP 7,0.84,6,0.99705807,0.19124212,dfvlr
6056,DP 8,0.86,6,1.0128854,0.21225078,dfvlr
6057,DP 9,0.88,6,0.96041947,0.21839264,dfvlr
6058,DP 10,0.9,6,0.85323912,0.21574432,dfvlr
6059,DP 11,0.92,6,0.73839323,0.2148403,dfvlr
6060,DP 12,0.94,6,0.63730616,0.21497979,dfvlr
6061,DP 13,0.96,6,0.58882152,0.21207556,dfvlr
6062,DP 14,0.98,6,0.56743661,0.20840037,dfvlr
6063,DP 15,1,6,0.55088228,0.2050198,dfvlr
6064,DP 16,1.02,6,0.53705292,0.2019452,dfvlr
6065,DP 17,1.04,6,0.52489287,0.19911842,dfvlr
6066,DP 18,1.06,6,0.51428861,0.19650464,dfvlr
6067,DP 19,1.08,6,0.50494324,0.19407321,dfvlr
6068,DP 20,1.1,6,0.49675162,0.19181147,dfvlr
6069,DP 21,1.12,6,0.48955707,0.18972177,dfvlr
6070,DP 22,1.14,6,0.48307941,0.18778005,dfvlr
6071,DP 23,1.16,6,0.47698075,0.18594493,dfvlr
6072,DP 24,1.18,6,0.47065038,0.18422711,dfvlr
6073,DP 25,1.2,6,0.46391112,0.1825537,dfvlr
6074,DP 26,1.22,6,0.45706254,0.18085555,dfvlr
6075,DP 27,1.24,6,0.45102707,0.17907339,dfvlr
6076,DP 28,1.26,6,0.4469863,0.17748269,dfvlr
6077,DP 29,1.28,6,0.44386654,0.17639558,dfvlr
6078,DP 30,1.3,6,0.43696509,0.17549699,dfvlr
6079,DP 31,1.32,6,0.42501933,0.17436693,dfvlr
6080,DP 32,1.34,6,0.41066668,0.17304236,dfvlr
6081,DP 33,1.36,6,0.39808046,0.17173672,dfvlr
6082,DP 34,1.38,6,0.38746754,0.17045392,dfvlr
6083,DP 35,1.4,6,0.37827759,0.16917287,dfvlr
6084,DP 0,0.7,16,0.91488258,0.28745665,dfvlr
6085,DP 1,0.72,16,0.92183442,0.29180491,dfvlr
6086,DP 2,0.74,16,0.93015507,0.29648925,dfvlr
6087,DP 3,0.76,16,0.940451,0.30163466,dfvlr
6088,DP 4,0.78,16,0.95423608,0.30723856,dfvlr
6089,DP 5,0.8,16,0.97270213,0.31380466,dfvlr
6090,DP 6,0.82,16,0.99975833,0.32215592,dfvlr
6091,DP 7,0.84,16,1.0470703,0.3353535,dfvlr
6092,DP 8,0.86,16,1.1167979,0.35734219,dfvlr
6093,DP 9,0.88,16,1.2081533,0.39088581,dfvlr
6094,DP 10,0.9,16,1.3271215,0.44256503,dfvlr
6095,DP 11,0.92,16,1.5181556,0.53933069,dfvlr
6096,DP 12,0.94,16,1.4544283,0.52689135,dfvlr
6097,DP 13,0.96,16,1.4081643,0.51306692,dfvlr
6098,DP 14,0.98,16,1.3717759,0.50151962,dfvlr
6099,DP 15,1,16,1.3399836,0.49125014,dfvlr
6100,DP 16,1.02,16,1.3115951,0.48200909,dfvlr
6101,DP 17,1.04,16,1.2863312,0.47380601,dfvlr
6102,DP 18,1.06,16,1.2630925,0.4661863,dfvlr
6103,DP 19,1.08,16,1.2418551,0.45917808,dfvlr
6104,DP 20,1.1,16,1.2224503,0.45273369,dfvlr
6105,DP 21,1.12,16,1.204773,0.44682216,dfvlr
6106,DP 22,1.14,16,1.1886666,0.44139865,dfvlr
6107,DP 23,1.16,16,1.1740909,0.43643508,dfvlr
6108,DP 24,1.18,16,1.1613536,0.43198236,dfvlr
6109,DP 25,1.2,16,1.150241,0.42802842,dfvlr
6110,DP 26,1.22,16,1.1381749,0.42390252,dfvlr
6111,DP 27,1.24,16,1.1254281,0.41974622,dfvlr
6112,DP 28,1.26,16,1.111706,0.41535434,dfvlr
6113,DP 29,1.28,16,1.0976473,0.41108556,dfvlr
6114,DP 30,1.3,16,1.0833157,0.40672759,dfvlr
6115,DP 31,1.32,16,1.06982,0.4025057,dfvlr
6116,DP 32,1.34,16,1.0578211,0.39890139,dfvlr
6117,DP 33,1.36,16,1.0451676,0.39566056,dfvlr
6118,DP 34,1.38,16,1.0289048,0.39167276,dfvlr
6119,DP 35,1.4,16,1.0087516,0.38683733,dfvlr
6120,DP 0,0.7,3,0.93252003,0.060646374,dfvlr
6121,DP 1,0.72,3,0.97046222,0.068179342,dfvlr
6122,DP 2,0.74,3,0.98117228,0.07956219,dfvlr
6123,DP 3,0.76,3,0.95538673,0.090806824,dfvlr
6124,DP 4,0.78,3,0.90645766,0.099975425,dfvlr
6125,DP 5,0.8,3,0.85834071,0.10927766,dfvlr
6126,DP 6,0.82,3,0.81362684,0.11929283,dfvlr
6127,DP 7,0.84,3,0.77026947,0.1300692,dfvlr
6128,DP 8,0.86,3,0.71130299,0.13978846,dfvlr
6129,DP 9,0.88,3,0.6186917,0.14790136,dfvlr
6130,DP 10,0.9,3,0.50762939,0.1566712,dfvlr
6131,DP 11,0.92,3,0.41089242,0.16710075,dfvlr
6132,DP 12,0.94,3,0.33982668,0.17339212,dfvlr
6133,DP 13,0.96,3,0.31517261,0.171735,dfvlr
6134,DP 14,0.98,3,0.30424378,0.16910337,dfvlr
6135,DP 15,1,3,0.29554987,0.16662883,dfvlr
6136,DP 16,1.02,3,0.28822003,0.16435302,dfvlr
6137,DP 17,1.04,3,0.28181424,0.16222334,dfvlr
6138,DP 18,1.06,3,0.27614269,0.16022374,dfvlr
6139,DP 19,1.08,3,0.27108208,0.15833904,dfvlr
6140,DP 20,1.1,3,0.26654174,0.15655642,dfvlr
6141,DP 21,1.12,3,0.26252401,0.15487649,dfvlr
6142,DP 22,1.14,3,0.25917656,0.15333287,dfvlr
6143,DP 23,1.16,3,0.25638621,0.1519417,dfvlr
6144,DP 24,1.18,3,0.25395792,0.1506555,dfvlr
6145,DP 25,1.2,3,0.25091213,0.14936515,dfvlr
6146,DP 26,1.22,3,0.24769699,0.14794614,dfvlr
6147,DP 27,1.24,3,0.24479124,0.14642982,dfvlr
6148,DP 28,1.26,3,0.24257755,0.14508348,dfvlr
6149,DP 29,1.28,3,0.23915626,0.14435792,dfvlr
6150,DP 30,1.3,3,0.23162789,0.1439131,dfvlr
6151,DP 31,1.32,3,0.2225457,0.1434488,dfvlr
6152,DP 32,1.34,3,0.21480676,0.14280154,dfvlr
6153,DP 33,1.36,3,0.20860511,0.14204096,dfvlr
6154,DP 34,1.38,3,0.20326013,0.14122797,dfvlr
6155,DP 35,1.4,3,0.19833733,0.1403821,dfvlr
6156,DP 0,0.7,7,1.140095,0.13198965,dfvlr
6157,DP 1,0.72,7,1.1204685,0.14000565,dfvlr
6158,DP 2,0.74,7,1.0938572,0.14770644,dfvlr
6159,DP 3,0.76,7,1.069767,0.15589488,dfvlr
6160,DP 4,0.78,7,1.0454901,0.16441015,dfvlr
6161,DP 5,0.8,7,1.0213332,0.17346231,dfvlr
6162,DP 6,0.82,7,1.0019825,0.18420485,dfvlr
6163,DP 7,0.84,7,1.0005769,0.19988037,dfvlr
6164,DP 8,0.86,7,1.0729935,0.23332401,dfvlr
6165,DP 9,0.88,7,1.0538122,0.24561934,dfvlr
6166,DP 10,0.9,7,0.95364532,0.24059387,dfvlr
6167,DP 11,0.92,7,0.84499532,0.23623698,dfvlr
6168,DP 12,0.94,7,0.74400621,0.23356778,dfvlr
6169,DP 13,0.96,7,0.68480558,0.2299017,dfvlr
6170,DP 14,0.98,7,0.65807906,0.22575207,dfvlr
6171,DP 15,1,7,0.63821557,0.22193923,dfvlr
6172,DP 16,1.02,7,0.62193151,0.21850833,dfvlr
6173,DP 17,1.04,7,0.60784579,0.21532753,dfvlr
6174,DP 18,1.06,7,0.59559771,0.21239059,dfvlr
6175,DP 19,1.08,7,0.58483216,0.20969233,dfvlr
6176,DP 20,1.1,7,0.57531071,0.20724631,dfvlr
6177,DP 21,1.12,7,0.56671833,0.20506371,dfvlr
6178,DP 22,1.14,7,0.55875662,0.20308724,dfvlr
6179,DP 23,1.16,7,0.55124373,0.20114422,dfvlr
6180,DP 24,1.18,7,0.54382348,0.19927805,dfvlr
6181,DP 25,1.2,7,0.53652291,0.1974529,dfvlr
6182,DP 26,1.22,7,0.5293526,0.19565244,dfvlr
6183,DP 27,1.24,7,0.52300873,0.19386977,dfvlr
6184,DP 28,1.26,7,0.51824063,0.19212915,dfvlr
6185,DP 29,1.28,7,0.5145459,0.1908703,dfvlr
6186,DP 30,1.3,7,0.50811097,0.18982156,dfvlr
6187,DP 31,1.32,7,0.49543588,0.18834146,dfvlr
6188,DP 32,1.34,7,0.48018684,0.18663715,dfvlr
6189,DP 33,1.36,7,0.4648848,0.18492421,dfvlr
6190,DP 34,1.38,7,0.45091882,0.18323638,dfvlr
6191,DP 35,1.4,7,0.4392674,0.18161735,dfvlr
6192,DP 0,0.7,-13,-0.438887,0.17402671,dfvlr
6193,DP 1,0.72,-13,-0.43732129,0.17675387,dfvlr
6194,DP 2,0.74,-13,-0.43699108,0.17981718,dfvlr
6195,DP 3,0.76,-13,-0.4371769,0.18366365,dfvlr
6196,DP 4,0.78,-13,-0.44347607,0.18912716,dfvlr
6197,DP 5,0.8,-13,-0.47053436,0.19840993,dfvlr
6198,DP 6,0.82,-13,-0.52292848,0.21207968,dfvlr
6199,DP 7,0.84,-13,-0.59522535,0.23024866,dfvlr
6200,DP 8,0.86,-13,-0.68035596,0.25450532,dfvlr
6201,DP 9,0.88,-13,-0.79085241,0.29000846,dfvlr
